otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Amour Alaçatı Butik Otel,15996.0,10741.9,5254.1,Significantly Overpriced,- 32.85,1,1,2.0,1,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,400.0
Pyara Hotel Turunç,11654.9,11586.2,68.7,Fair,- 0.59,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0
Silenos Boutique Hotel,12000.0,11826.7,173.3,Fair,- 1.44,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.0
Seçkin Best Hotel Bodrum,8486.4,8486.6,-0.2,Fair (Underpriced),+ 0.0,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,750.0
Sealife Lounge Hotel,9200.0,11633.5,-2433.5,Significantly Overpriced (Underpriced),+ 26.45,1,0,-1.0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0.0
Queen Boutique Hotel,5400.0,11830.2,-6430.2,Significantly Overpriced (Underpriced),+ 119.08,2,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,100.0
Taşev Butik Otel,7647.2,10228.8,-2581.6,Significantly Overpriced (Underpriced),+ 33.76,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,400.0
Solo Boutique Hotel,18400.0,10847.6,7552.4,Significantly Overpriced,- 41.05,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,200.0
Blue Diamond Alya Hotel,10245.6,13318.0,-3072.4,Significantly Overpriced (Underpriced),+ 29.99,2,0,2.0,2,0,1,,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0.0
Kapela Taş Otel Alaçatı,8000.0,11472.2,-3472.2,Significantly Overpriced (Underpriced),+ 43.4,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Hotel Karacam,13765.0,11646.8,2118.2,Overpriced,- 15.39,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
İon Slow City Adult Only (+12),9600.0,11550.1,-1950.1,Significantly Overpriced (Underpriced),+ 20.31,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hotel Gold Stone,3000.0,11338.2,-8338.2,Significantly Overpriced (Underpriced),+ 277.94,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0.0
Bodrum Vera Hotel,6952.0,8775.5,-1823.5,Significantly Overpriced (Underpriced),+ 26.23,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Çeşme Ladin Otel,9900.0,12641.0,-2741.0,Significantly Overpriced (Underpriced),+ 27.69,2,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0
Hotel 212,10374.0,8626.0,1748.0,Overpriced,- 16.85,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Hildegard Hotel,9458.9,11763.6,-2304.7,Significantly Overpriced (Underpriced),+ 24.37,1,0,-1.0,1,0,0,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0.0
Sey Beach Hotel Spa,13942.7,12977.2,965.5,Slight Overpriced,- 6.92,2,0,2.0,1,1,1,,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,50.0
Veranda Suites,9476.5,8357.8,1118.7,Overpriced,- 11.8,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Vadi Boutique Hotel,8160.0,9354.0,-1194.0,Overpriced (Underpriced),+ 14.63,0,0,2.0,2,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,600.0
De Mare Family Hotel,4000.0,13106.6,-9106.6,Significantly Overpriced (Underpriced),+ 227.67,3,0,2.0,1,0,0,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0
Cleopatra Golden Beach,11100.0,12640.0,-1540.0,Overpriced (Underpriced),+ 13.87,1,1,2.0,1,0,0,,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0.0
Caprice Beach Hotel,12922.5,12790.5,132.0,Fair,- 1.02,0,1,2.0,1,0,1,,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0.0
Karyatit Hotel,6828.2,11061.6,-4233.4,Significantly Overpriced (Underpriced),+ 62.0,1,1,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,200.0
Club Herakles Hotel,4200.0,11010.1,-6810.1,Significantly Overpriced (Underpriced),+ 162.15,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Start Otel,5686.2,8877.9,-3191.7,Significantly Overpriced (Underpriced),+ 56.13,1,0,2.0,0,0,0,,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,750.0
Melissa Moment Apart,6750.0,10358.6,-3608.6,Significantly Overpriced (Underpriced),+ 53.46,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,400.0
Lucky Angel Otel,9072.4,8413.0,659.4,Slight Overpriced,- 7.27,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750.0
Delta Hotel Didim,5200.0,12072.4,-6872.4,Significantly Overpriced (Underpriced),+ 132.16,2,0,-1.0,1,0,0,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Kekik Alaçatı Otel Mayko,5800.0,8236.0,-2436.0,Significantly Overpriced (Underpriced),+ 42.0,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,750.0
My Adress Alaçatı,48956.3,8115.6,40840.7,Significantly Overpriced,- 83.42,1,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,750.0
Khai Hotel Bodrum,28503.2,12586.3,15916.9,Significantly Overpriced,- 55.84,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0
Doğan Beach Resort,18830.5,12805.0,6025.5,Significantly Overpriced,- 32.0,1,1,2.0,1,0,0,,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0.0
Vinifera Ephesus Hotel,10323.7,11944.5,-1620.8,Overpriced (Underpriced),+ 15.7,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
Villa Sonata Hotel,6575.2,11766.0,-5190.8,Significantly Overpriced (Underpriced),+ 78.95,1,1,2.0,1,0,1,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,200.0
La Siete Hotel,12513.6,12432.4,81.2,Fair,- 0.65,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0
Club Hotel Sidelya,16184.0,13695.6,2488.4,Overpriced,- 15.38,6,1,2.0,2,0,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,300.0
La Mira Suites,7700.0,8301.3,-601.3,Slight Overpriced (Underpriced),+ 7.81,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Sun Pearl Resort Çeşme,10800.0,12481.4,-1681.4,Overpriced (Underpriced),+ 15.57,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Zübeyde Hanım Otel Alaçatı,4400.0,11010.1,-6610.1,Significantly Overpriced (Underpriced),+ 150.23,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Ados Hotel,3600.0,10297.4,-6697.4,Significantly Overpriced (Underpriced),+ 186.04,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,200.0
Terra Rossa,4004.3,7782.2,-3777.9,Significantly Overpriced (Underpriced),+ 94.35,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Doğan Paradise Family Club,18830.5,12573.9,6256.6,Significantly Overpriced,- 33.23,1,0,2.0,1,0,0,,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0.0
Club Sun Heaven Sea Bird Beach Otel,6681.6,13760.4,-7078.8,Significantly Overpriced (Underpriced),+ 105.94,4,1,2.0,1,0,1,,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,50.0
Cooks Club Alanya +12 Adult Only,11262.2,11550.1,-287.9,Fair (Underpriced),+ 2.56,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Qinn Hotel,9864.0,12324.3,-2460.3,Significantly Overpriced (Underpriced),+ 24.94,2,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0.0
Radisson Blu Hotel Kaş +12 Adults Only,30032.6,11550.1,18482.5,Significantly Overpriced,- 61.54,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Turunç Dream Hotel,6300.0,11737.5,-5437.5,Significantly Overpriced (Underpriced),+ 86.31,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,50.0
Lemon Garden,17600.0,11173.7,6426.3,Significantly Overpriced,- 36.51,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,100.0
Gün-ay Otel,5881.4,11498.5,-5617.1,Significantly Overpriced (Underpriced),+ 95.51,1,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
The Lifeco Bodrum,90376.0,12719.6,77656.4,Significantly Overpriced,- 85.93,1,1,2.0,1,0,1,,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,50.0
Lara Park Hotel,8568.0,11228.2,-2660.2,Significantly Overpriced (Underpriced),+ 31.05,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200.0
Grand Zeybek İzmir,4449.2,8182.1,-3732.9,Significantly Overpriced (Underpriced),+ 83.9,1,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,750.0
İsla Panorama,7938.0,12079.9,-4141.9,Significantly Overpriced (Underpriced),+ 52.18,2,0,2.0,1,0,0,,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,200.0
Gümbet Anıl Beach,8971.5,12313.3,-3341.8,Significantly Overpriced (Underpriced),+ 37.25,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0.0
Extenso Hotel,9021.6,12300.0,-3278.4,Significantly Overpriced (Underpriced),+ 36.34,0,1,2.0,0,0,1,,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0.0
Costa Farilya Special Class Hotel Bodrum,20700.0,12888.2,7811.8,Significantly Overpriced,- 37.74,1,1,2.0,1,0,1,,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0.0
Life Point Boutique Hotel,12000.0,12588.4,-588.4,Fair (Underpriced),+ 4.9,1,1,2.0,1,0,0,,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.0
Alaçatı Private Otel,6003.0,8309.2,-2306.2,Significantly Overpriced (Underpriced),+ 38.42,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Hotel Labella Bergama,8400.0,11954.5,-3554.5,Significantly Overpriced (Underpriced),+ 42.32,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Yörük Ali Yayla Evleri,11720.0,11010.1,709.9,Slight Overpriced,- 6.06,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alaçatı Limonaia Hotel +10,13596.0,11550.1,2045.9,Overpriced,- 15.05,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hotel Finike Marine,5777.2,11058.7,-5281.5,Significantly Overpriced (Underpriced),+ 91.42,1,1,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,300.0
Hotel Paris Prestige,8352.0,12085.3,-3733.3,Significantly Overpriced (Underpriced),+ 44.7,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0
Hotel Royal Hill,9982.0,11944.4,-1962.4,Overpriced (Underpriced),+ 19.66,1,1,-1.0,1,0,1,,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,100.0
Fun And Sun Club Saphire,12920.0,14980.4,-2060.4,Overpriced (Underpriced),+ 15.95,5,3,2.0,1,1,1,,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Göbene Otel Alaçatı,15316.4,11011.5,4304.9,Significantly Overpriced,- 28.11,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lord Marina Hotel Bungalows,13600.0,12722.6,877.4,Slight Overpriced,- 6.45,1,0,2.0,1,0,1,,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0.0
Carmen Suite Hotel,5294.1,10458.5,-5164.4,Significantly Overpriced (Underpriced),+ 97.55,1,1,-1.0,1,0,0,,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,400.0
Maison Green Hill,10500.0,11385.4,-885.4,Slight Overpriced (Underpriced),+ 8.43,0,1,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.0
Hotel Torbahan Beach Resort,20973.9,13334.3,7639.6,Significantly Overpriced,- 36.42,3,1,2.0,1,0,0,,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
İntermar Marmaris,4000.0,11953.2,-7953.2,Significantly Overpriced (Underpriced),+ 198.83,1,1,-1.0,1,0,0,,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,50.0
Lvzz Hotel Residencess Spa,14000.0,9134.8,4865.2,Significantly Overpriced,- 34.75,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Villa Saray,10200.0,9471.5,728.5,Slight Overpriced,- 7.14,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,500.0
Casa Luna Hotel Alaçatı,20384.0,9113.2,11270.8,Significantly Overpriced,- 55.29,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Jasmin Elite Residence Spa,13733.6,11792.0,1941.6,Overpriced,- 14.14,1,0,-1.0,1,1,1,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,50.0
Doğanın Ruhu Otel Bungalow,7940.0,12126.6,-4186.6,Significantly Overpriced (Underpriced),+ 52.73,0,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.0
Çeşme Marina Konuk Evi,20173.8,11754.7,8419.1,Significantly Overpriced,- 41.73,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Zena Hotel Bodrum,6860.0,12331.1,-5471.1,Significantly Overpriced (Underpriced),+ 79.75,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0
Serin Otel,10000.0,11143.1,-1143.1,Overpriced (Underpriced),+ 11.43,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
777 Alaçatı,16000.0,12142.9,3857.1,Significantly Overpriced,- 24.11,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
L`olive Homes Marmaris,13915.8,10947.7,2968.1,Significantly Overpriced,- 21.33,0,0,-1.0,0,0,0,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,50.0
1882 Alaçatı,13780.8,11258.5,2522.3,Overpriced,- 18.3,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Adacan Alaçatı,14875.0,11290.5,3584.5,Significantly Overpriced,- 24.1,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Alacope Alaçatı,12000.0,11271.0,729.0,Slight Overpriced,- 6.08,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Ahsen Hotel,3291.7,8426.1,-5134.4,Significantly Overpriced (Underpriced),+ 155.98,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,750.0
Dream Town Hotel,5040.0,11382.8,-6342.8,Significantly Overpriced (Underpriced),+ 125.85,2,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,300.0
Alaçatı Balbadem Otel,11885.5,8584.8,3300.7,Significantly Overpriced,- 27.77,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Alaçatı Cadde 75 Luxury +18 Adult,21560.0,11550.1,10009.9,Significantly Overpriced,- 46.43,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Riva Alaçatı,8000.0,11148.2,-3148.2,Significantly Overpriced (Underpriced),+ 39.35,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Regulus Beach Resort,7600.0,11903.8,-4303.8,Significantly Overpriced (Underpriced),+ 56.63,0,0,2.0,0,0,0,,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.0
Kemerlihan Deluxe Hotel,3750.0,9280.4,-5530.4,Significantly Overpriced (Underpriced),+ 147.48,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,750.0
Elegance East Hotel,6641.1,10542.5,-3901.4,Significantly Overpriced (Underpriced),+ 58.75,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,300.0
Sakız Kızı Alaçatı Butik Otel,5500.0,11612.5,-6112.5,Significantly Overpriced (Underpriced),+ 111.14,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Kimera Lounge Hotel Çıralı,9040.0,12293.2,-3253.2,Significantly Overpriced (Underpriced),+ 35.99,1,1,2.0,1,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,100.0
Alaçatı Sörf Hotel,9350.0,7881.7,1468.3,Overpriced,- 15.7,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Apaz Alaçatı,13600.0,11066.3,2533.7,Overpriced,- 18.63,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alaçatı Otel Rebetiko,5950.0,7769.2,-1819.2,Significantly Overpriced (Underpriced),+ 30.57,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Aybel İnn Hotel,4725.5,11549.4,-6823.9,Significantly Overpriced (Underpriced),+ 144.41,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Antalya Business Hotel,13017.8,8352.8,4665.0,Significantly Overpriced,- 35.84,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,750.0
Anchor Alaçatı,7000.0,11290.5,-4290.5,Significantly Overpriced (Underpriced),+ 61.29,0,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Alaçatı Xl Luxury,7608.2,10731.5,-3123.3,Significantly Overpriced (Underpriced),+ 41.05,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,200.0
Aslı Bungalow,12600.0,11550.1,1049.9,Slight Overpriced,- 8.33,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Anar Hotel,18000.0,12212.6,5787.4,Significantly Overpriced,- 32.15,1,1,2.0,0,0,0,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,50.0
Alya Sierra Villa Hotel,10000.0,8238.7,1761.3,Overpriced,- 17.61,0,0,-1.0,1,0,0,,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,750.0
Artof Alaçatı,10000.0,11614.5,-1614.5,Overpriced (Underpriced),+ 16.14,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Bayındır Palme Hotel,4866.4,7782.2,-2915.8,Significantly Overpriced (Underpriced),+ 59.92,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Tema 242 Hotel,2113.4,11698.4,-9585.0,Significantly Overpriced (Underpriced),+ 453.53,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0.0
Bedroom Alaçatı,5750.0,11679.8,-5929.8,Significantly Overpriced (Underpriced),+ 103.13,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Bodrum Kayası Dağ Oteli,9000.0,12098.2,-3098.2,Significantly Overpriced (Underpriced),+ 34.42,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Bo Alaçatı,13000.0,11066.3,1933.7,Overpriced,- 14.87,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Veltur Turiya Hotel Spa,11600.0,12974.6,-1374.6,Overpriced (Underpriced),+ 11.85,1,1,2.0,1,1,1,,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0.0
Ada Capra Otel,14599.2,12286.6,2312.6,Overpriced,- 15.84,1,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0
Boulevard Hotel,7480.0,12565.4,-5085.4,Significantly Overpriced (Underpriced),+ 67.99,1,1,2.0,1,0,1,,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,50.0
Adrasan La Casita Boutique Hotel,8800.0,10239.8,-1439.8,Overpriced (Underpriced),+ 16.36,0,0,-1.0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Sonnen Hotel,9963.0,11570.6,-1607.6,Overpriced (Underpriced),+ 16.14,1,0,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,50.0
3 House Apart,23920.0,11128.7,12791.3,Significantly Overpriced,- 53.48,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Adil Butik Otel,15294.4,11492.0,3802.4,Significantly Overpriced,- 24.86,0,1,-1.0,0,0,0,,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0
Şifne Thermal Hotel,14000.0,12293.6,1706.4,Overpriced,- 12.19,0,1,2.0,2,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.0
Tash Mekan Butik Otel,8500.0,8284.4,215.6,Fair,- 2.54,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Amour Köy İçi,11996.0,11116.3,879.7,Slight Overpriced,- 7.33,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Alanarin Alaçatı,18200.3,11722.8,6477.5,Significantly Overpriced,- 35.59,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Alaçatı Marina Palace,22400.0,12022.6,10377.4,Significantly Overpriced,- 46.33,1,0,-1.0,1,0,0,,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0.0
Alina Otel Kaş,13500.0,10568.6,2931.4,Significantly Overpriced,- 21.71,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
Alaçatı Sultan Konak,11509.0,8107.0,3402.0,Significantly Overpriced,- 29.56,0,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Ali`s Boutique Hotel,24000.0,12088.6,11911.4,Significantly Overpriced,- 49.63,0,1,2.0,0,0,0,,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0
Alaçatı Sade Otel,17576.2,11896.5,5679.7,Significantly Overpriced,- 32.31,1,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0
