otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Side Star Beach,22704.0,14473.3,8230.7,Significantly Overpriced,- 36.25,3,3,2.0,1,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Sorgun Akadia Hotel Luxury Resort Adult Only+16,31320.0,11550.1,19769.9,Significantly Overpriced,- 63.12,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alaçatı Aura Plus Otel,9899.9,8657.5,1242.4,Overpriced,- 12.55,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,750.0
Atalla Otel,5942.8,8225.4,-2282.6,Significantly Overpriced (Underpriced),+ 38.41,1,0,-1.0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,750.0
Kaftans City Hotel By Rrhr,5037.8,10069.4,-5031.6,Significantly Overpriced (Underpriced),+ 99.88,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,400.0
Cumbalıca Garden Hotel,28671.7,12322.8,16348.9,Significantly Overpriced,- 57.02,1,1,2.0,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
Best Western Plus Konak,11400.0,12178.0,-778.0,Slight Overpriced (Underpriced),+ 6.82,2,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,100.0
Mekvin Hotels Deniz Feneri Lighthouse +12 Adults Only,9523.8,11550.1,-2026.3,Significantly Overpriced (Underpriced),+ 21.28,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Riolavitas Resort Spa,13455.0,11968.9,1486.1,Overpriced,- 11.04,1,1,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,300.0
Asrın Beach Hotel,8861.4,14128.8,-5267.4,Significantly Overpriced (Underpriced),+ 59.44,4,1,2.0,1,1,1,,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0
Crystal Boutique Beach Resort,14657.7,13720.0,937.7,Slight Overpriced,- 6.4,0,4,2.0,2,1,1,,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0.0
True Blue Boutique Hotel,21159.1,10712.0,10447.1,Significantly Overpriced,- 49.37,1,0,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,200.0
Muup Alaçatı,12000.0,11754.7,245.3,Fair,- 2.04,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Seashell Vega,30536.4,11715.3,18821.1,Significantly Overpriced,- 61.63,2,0,2.0,1,1,1,,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,300.0
Side Sunport Hotel Spa (Ex. Side Sungate),19207.2,11550.1,7657.1,Significantly Overpriced,- 39.87,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Numa Port Hotel,12400.0,11007.1,1392.9,Overpriced,- 11.23,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,300.0
Fortuna Beach,6173.5,12581.1,-6407.6,Significantly Overpriced (Underpriced),+ 103.79,1,0,2.0,1,0,0,,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0.0
Royal Seginus Hotel,33180.0,17928.9,15251.1,Significantly Overpriced,- 45.96,9,9,2.0,6,1,1,,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,200.0
Villa Side Hotel,21000.0,11662.4,9337.6,Significantly Overpriced,- 44.46,0,0,-1.0,1,1,1,,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,100.0
Aurora Sığacık Hotel,4176.0,11010.1,-6834.1,Significantly Overpriced (Underpriced),+ 163.65,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Aura Village Alaçatı,7200.0,8767.5,-1567.5,Significantly Overpriced (Underpriced),+ 21.77,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Regia Mare Beach Hotel Bodrum,13440.0,12468.4,971.6,Slight Overpriced,- 7.23,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0
Vonresort Golden Beach,28000.0,16321.5,11678.5,Significantly Overpriced,- 41.71,7,7,2.0,3,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,200.0
Sarp Hotels Kadriye,4400.0,9150.3,-4750.3,Significantly Overpriced (Underpriced),+ 107.96,2,0,-1.0,2,0,0,,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,750.0
Club Hotel Rama,12168.0,13401.0,-1233.0,Overpriced (Underpriced),+ 10.13,2,0,2.0,2,0,1,,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Un Amor Hotel +16 Adults Only,11000.0,11550.1,-550.1,Fair (Underpriced),+ 5.0,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Rizom Beach Hotel Kumluca,8640.0,13331.8,-4691.8,Significantly Overpriced (Underpriced),+ 54.3,1,1,2.0,1,1,0,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0.0
The Raga Side Hotel,10485.9,14026.2,-3540.3,Significantly Overpriced (Underpriced),+ 33.76,5,1,2.0,1,1,1,,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,50.0
The D Hotel Ceşme Spa Resort,15915.0,9191.8,6723.2,Significantly Overpriced,- 42.24,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,750.0
The Local House Alaçatı,14466.6,12718.9,1747.7,Overpriced,- 12.08,1,1,2.0,1,0,1,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Türkay Hotel,9000.0,11392.0,-2392.0,Significantly Overpriced (Underpriced),+ 26.58,1,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0
Send Apart Hotel,4000.0,9358.0,-5358.0,Significantly Overpriced (Underpriced),+ 133.95,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,500.0
Via Perla Butik Otel,8010.0,10008.3,-1998.3,Significantly Overpriced (Underpriced),+ 24.95,0,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,400.0
Lonicera World Hotel,8160.0,16623.7,-8463.7,Significantly Overpriced (Underpriced),+ 103.72,9,1,2.0,4,2,1,,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Elamir Resort Hotel,11700.0,12235.7,-535.7,Fair (Underpriced),+ 4.58,0,1,2.0,1,0,1,,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,100.0
Elite World Marmaris (+16),17640.0,11550.1,6089.9,Significantly Overpriced,- 34.52,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Royal Wings Hotel,8400.0,18077.6,-9677.6,Significantly Overpriced (Underpriced),+ 115.21,10,6,2.0,4,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Rox Royal Hotel,17529.7,12611.6,4918.1,Significantly Overpriced,- 28.06,1,0,2.0,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,100.0
Yalıhan Una Hotel,17064.0,14077.9,2986.1,Overpriced,- 17.5,3,2,2.0,1,0,1,,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0.0
Ambassador Plaza Hotel	,13817.7,11550.1,2267.6,Overpriced,- 16.41,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Nasa Flora Otel,7883.5,11524.2,-3640.7,Significantly Overpriced (Underpriced),+ 46.18,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,100.0
Viento Hotel Alaçatı,22800.0,9166.0,13634.0,Significantly Overpriced,- 59.8,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,750.0
Magna Manastır Suıt Hotel,19635.0,11153.0,8482.0,Significantly Overpriced,- 43.2,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,200.0
Meis Exclusive Hotel,26460.0,12651.8,13808.2,Significantly Overpriced,- 52.19,1,1,2.0,1,0,1,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0.0
Ag Hotels Antalya,7012.4,8188.9,-1176.5,Overpriced (Underpriced),+ 16.78,0,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Çeşme Flowers Otel,10600.0,8901.1,1698.9,Overpriced,- 16.03,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0
Cumbalıca Beach Otel,11000.0,11723.0,-723.0,Slight Overpriced (Underpriced),+ 6.57,0,0,2.0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Comfy Otel Antalya Lara,2016.0,10143.9,-8127.9,Significantly Overpriced (Underpriced),+ 403.17,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,400.0
Cappari Aqua Princess Hotel,11192.8,12805.3,-1612.5,Overpriced (Underpriced),+ 14.41,2,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0
Kuum Hotel,6993.0,13179.7,-6186.7,Significantly Overpriced (Underpriced),+ 88.47,1,2,2.0,0,1,1,,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0.0
La Kumsal Hotel +12,20412.0,11550.1,8861.9,Significantly Overpriced,- 43.42,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Royal Alhambra Palace,27300.0,16419.3,10880.7,Significantly Overpriced,- 39.86,7,8,2.0,2,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,200.0
Villa Peri Alaçatı,12232.4,11182.8,1049.6,Slight Overpriced,- 8.58,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Scylax Family Club,18291.0,13271.2,5019.8,Significantly Overpriced,- 27.44,3,0,2.0,1,0,1,,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0.0
Villa Oliva Butik Hotel,16689.6,11292.0,5397.6,Significantly Overpriced,- 32.34,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.0
Alexius Beach Hotel,15000.0,13057.6,1942.4,Overpriced,- 12.95,2,0,2.0,1,0,1,,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.0
Cappari Aquarius Hotel,9350.0,12804.9,-3454.9,Significantly Overpriced (Underpriced),+ 36.95,2,1,2.0,1,0,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0.0
Via Farilya Hotel,21420.0,10978.9,10441.1,Significantly Overpriced,- 48.74,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,200.0
Sunset Hotel Marmaris,16701.6,8657.5,8044.1,Significantly Overpriced,- 48.16,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,750.0
Villamer Alaçatı,8342.4,11550.1,-3207.7,Significantly Overpriced (Underpriced),+ 38.45,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Get Enjoy Hotels,6138.0,12715.1,-6577.1,Significantly Overpriced (Underpriced),+ 107.15,3,0,2.0,2,0,1,,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,200.0
Arya Otel,7488.0,11234.4,-3746.4,Significantly Overpriced (Underpriced),+ 50.03,1,0,-1.0,1,0,0,,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,100.0
Royal Dragon Side,29400.0,17276.2,12123.8,Significantly Overpriced,- 41.24,10,4,2.0,3,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Orfeus Park Hotel,12056.2,12203.5,-147.3,Fair (Underpriced),+ 1.22,2,0,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,300.0
Vinifera Hotel Yedibilgiler Vineyards,19604.6,12447.7,7156.9,Significantly Overpriced,- 36.51,2,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.0
Seaden Valentine Resort Spa,23184.0,14002.0,9182.0,Significantly Overpriced,- 39.6,3,3,2.0,2,1,1,,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,100.0
Megasaray Resort Side,13860.0,11782.8,2077.2,Overpriced,- 14.99,0,0,2.0,1,1,1,,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,200.0
Ambrosia Hotel,14000.0,13819.2,180.8,Fair,- 1.29,3,1,2.0,1,0,1,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Xanthos Boutique Hotel Patara,7299.6,11010.1,-3710.5,Significantly Overpriced (Underpriced),+ 50.83,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Xen Deluxe Boutique Hotel,23436.0,8553.7,14882.3,Significantly Overpriced,- 63.5,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Phoenix Sun Hotel Bodrum,8047.0,10457.8,-2410.8,Significantly Overpriced (Underpriced),+ 29.96,0,0,2.0,0,0,0,,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,400.0
Anemon Ege Sağlık Oteli,12700.0,12426.3,273.7,Fair,- 2.16,1,0,2.0,1,0,1,,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0.0
Beetle House Coffee Hotel,6000.0,8547.4,-2547.4,Significantly Overpriced (Underpriced),+ 42.46,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,750.0
Royal Taj Mahal,28539.0,16617.7,11921.3,Significantly Overpriced,- 41.77,8,3,2.0,4,1,1,,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Golden Age Hotel Yalıkavak,9720.0,14792.8,-5072.8,Significantly Overpriced (Underpriced),+ 52.19,4,2,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0
Yayla Hotel,5561.6,11550.1,-5988.5,Significantly Overpriced (Underpriced),+ 107.68,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Orfeus Queen Spa,12045.8,11602.9,442.9,Fair,- 3.68,1,0,2.0,1,1,1,,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0,300.0
Yalıkavak Marina Garden Hotel,27045.0,12592.8,14452.2,Significantly Overpriced,- 53.44,1,1,2.0,0,0,1,,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,50.0
Anemon İzmir,12408.0,12067.3,340.7,Fair,- 2.75,1,0,2.0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Annabella Park Hotel,8280.0,10930.7,-2650.7,Significantly Overpriced (Underpriced),+ 32.01,1,0,2.0,1,0,0,,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,300.0
Yelken Beach Otel,4766.4,11877.5,-7111.1,Significantly Overpriced (Underpriced),+ 149.19,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0
Sentido Lycus Beach,18317.3,12151.3,6166.0,Significantly Overpriced,- 33.66,0,1,2.0,0,0,0,,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.0
Hedef Kleopatra Hotel,10200.0,11841.0,-1641.0,Overpriced (Underpriced),+ 16.09,1,0,-1.0,1,0,0,,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,100.0
Rubi Platinum Sign,35840.0,13352.6,22487.4,Significantly Overpriced,- 62.74,1,2,2.0,1,1,0,,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0.0
Salmakis Resort Spa,20250.0,14383.5,5866.5,Significantly Overpriced,- 28.97,4,1,2.0,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0.0
Sealife Family Resort,16426.6,14137.5,2289.1,Overpriced,- 13.94,1,2,2.0,3,1,1,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0
Agon Hotel,3124.0,11958.2,-8834.2,Significantly Overpriced (Underpriced),+ 282.78,1,0,2.0,1,0,0,,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,100.0
Yüzbaşı Beach Hotel,4352.0,11976.2,-7624.2,Significantly Overpriced (Underpriced),+ 175.19,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0.0
Arabella World Hotel,4441.2,11923.1,-7481.9,Significantly Overpriced (Underpriced),+ 168.47,2,0,2.0,1,1,1,,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,300.0
Alura Boutique Hotel Çeşme,27048.0,12393.9,14654.1,Significantly Overpriced,- 54.18,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Side Square Hotel,14688.0,12813.2,1874.8,Overpriced,- 12.76,2,0,2.0,1,0,0,,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0.0
Alkan Hotel,5280.0,11469.9,-6189.9,Significantly Overpriced (Underpriced),+ 117.23,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,100.0
Calimera Side Resort,18300.0,10994.6,7305.4,Significantly Overpriced,- 39.92,3,1,2.0,3,0,1,,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,750.0
Seaden Sea World Resort Spa,19440.0,15357.4,4082.6,Significantly Overpriced,- 21.0,6,1,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Justiniano Club Alanya,18543.6,14697.1,3846.5,Significantly Overpriced,- 20.74,4,2,2.0,2,1,1,,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0.0
Ares Blue Hotel,9888.7,12127.4,-2238.7,Significantly Overpriced (Underpriced),+ 22.64,1,0,2.0,1,0,0,,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,100.0
Mete Otel Bozburun,16000.0,11764.6,4235.4,Significantly Overpriced,- 26.47,1,0,-1.0,0,0,0,,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.0
Seher Sun Palace,36800.0,13283.4,23516.6,Significantly Overpriced,- 63.9,4,2,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,300.0
Hotel Villa Turka Alanya,10462.7,11278.3,-815.6,Slight Overpriced (Underpriced),+ 7.8,1,0,-1.0,1,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,100.0
Porto Fenari Köyiçi,6000.0,11390.3,-5390.3,Significantly Overpriced (Underpriced),+ 89.84,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Dores Residence,16142.6,11115.1,5027.5,Significantly Overpriced,- 31.14,0,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,100.0
Grand Faik Hotel,6539.0,10651.9,-4112.9,Significantly Overpriced (Underpriced),+ 62.9,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,100.0
Mielo Lara Hotel,7200.0,10633.0,-3433.0,Significantly Overpriced (Underpriced),+ 47.68,1,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,200.0
Grand Hekimoğlu Hotel,8000.0,9288.3,-1288.3,Overpriced (Underpriced),+ 16.1,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400.0
Otel Zeytinada,10080.0,11501.2,-1421.2,Overpriced (Underpriced),+ 14.1,1,0,2.0,2,0,1,,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,300.0
Akay Garden Family Club,8400.0,9774.3,-1374.3,Overpriced (Underpriced),+ 16.36,3,0,2.0,1,0,0,,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,750.0
Artemis Princess Hotel,4895.2,11216.2,-6321.0,Significantly Overpriced (Underpriced),+ 129.13,1,0,-1.0,2,0,1,,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,200.0
Ares City Hotel,4080.0,11005.6,-6925.6,Significantly Overpriced (Underpriced),+ 169.75,1,0,-1.0,1,0,0,,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,200.0
Sealife Buket Beach Hotel,14955.2,15011.7,-56.5,Fair (Underpriced),+ 0.38,5,2,2.0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Kamelya Aishen K Club,30736.8,20021.8,10715.0,Significantly Overpriced,- 34.86,13,6,2.0,7,2,1,,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Zeniva Hotel,16200.0,11914.9,4285.1,Significantly Overpriced,- 26.45,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Elamir Beach Bungalow,11700.0,11699.9,0.1,Fair,- 0.0,0,0,2.0,0,0,0,,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,50.0
Evergreen Glamping,8000.0,8301.3,-301.3,Fair (Underpriced),+ 3.77,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Asel Hotel Didim,9878.0,11225.4,-1347.4,Overpriced (Underpriced),+ 13.64,0,0,-1.0,1,0,0,,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,50.0
Lulja Alaçatı,12400.0,11742.2,657.8,Slight Overpriced,- 5.3,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Luna Begonvil Taş Evler,21968.3,11605.2,10363.1,Significantly Overpriced,- 47.17,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,100.0
Selge Beach Resort Spa,14101.6,13737.1,364.5,Fair,- 2.58,0,2,2.0,3,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0.0
Flamingo Residence,13454.8,7969.5,5485.3,Significantly Overpriced,- 40.77,0,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,750.0
Atrium Hotel Bodrum,8251.6,11532.3,-3280.7,Significantly Overpriced (Underpriced),+ 39.76,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,100.0
Adrasan Eliz Apart Bungalow,14000.0,8487.5,5512.5,Significantly Overpriced,- 39.38,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,600.0
Mysea Hotels İncekum,13500.0,13360.2,139.8,Fair,- 1.04,2,0,2.0,1,1,1,,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0.0
The Nowness Hotel,10900.0,13019.6,-2119.6,Overpriced (Underpriced),+ 19.45,1,1,2.0,1,0,1,,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Adenya Hotel Resort,31860.0,14374.3,17485.7,Significantly Overpriced,- 54.88,0,2,2.0,7,2,1,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.0
Aska Just İn Beach,18270.0,13644.9,4625.1,Significantly Overpriced,- 25.32,2,1,2.0,1,1,1,,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0.0
Golden World Suite Hotel,8976.0,8354.4,621.6,Slight Overpriced,- 6.93,1,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,750.0
Afflon Hotels Loft City,6953.9,9063.4,-2109.5,Significantly Overpriced (Underpriced),+ 30.34,1,1,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,600.0
Aurasia Sea Side,4590.0,12643.5,-8053.5,Significantly Overpriced (Underpriced),+ 175.46,1,1,2.0,1,0,0,,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0.0
Club Familia Hotel,15592.0,12599.3,2992.7,Overpriced,- 19.19,0,0,2.0,1,1,1,,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0.0
